date,lat,lon,rainfall_mm
2024-01-01,16.05,69.25,0.0
2024-01-01,16.15000000000001,69.25,0.0
2024-01-01,16.250000000000004,69.25,0.0
2024-01-01,16.350000000000012,69.25,0.0
2024-01-01,16.450000000000006,69.25,0.0
2024-01-01,16.55,69.25,0.0
2024-01-01,16.65000000000001,69.25,0.0
2024-01-01,16.750000000000004,69.25,0.0
2024-01-01,16.850000000000012,69.25,0.0
2024-01-01,16.950000000000006,69.25,0.0
2024-01-01,17.05,69.25,0.0
2024-01-01,17.15000000000001,69.25,0.0
2024-01-01,17.250000000000004,69.25,0.0
2024-01-01,17.350000000000012,69.25,0.0
2024-01-01,17.450000000000006,69.25,0.0
2024-01-01,17.55,69.25,0.0
2024-01-01,17.65000000000001,69.25,0.0
2024-01-01,17.750000000000004,69.25,0.0
2024-01-01,17.850000000000012,69.25,0.0
2024-01-01,17.950000000000006,69.25,0.0
2024-01-01,18.05,69.25,0.0
2024-01-01,18.15000000000001,69.25,0.0
2024-01-01,18.250000000000004,69.25,0.0
2024-01-01,18.350000000000012,69.25,0.0
2024-01-01,18.450000000000006,69.25,0.0
2024-01-01,18.55,69.25,0.0
2024-01-01,18.65000000000001,69.25,0.0
2024-01-01,18.750000000000004,69.25,0.0
2024-01-01,18.850000000000012,69.25,0.0
2024-01-01,18.950000000000006,69.25,0.0
2024-01-01,19.05,69.25,0.0
2024-01-01,19.15000000000001,69.25,0.0
2024-01-01,19.250000000000004,69.25,0.0
2024-01-01,19.350000000000012,69.25,0.0
2024-01-01,19.450000000000006,69.25,0.0
2024-01-01,19.55,69.25,0.0
2024-01-01,19.65000000000001,69.25,0.0
2024-01-01,19.750000000000004,69.25,0.0
2024-01-01,19.850000000000012,69.25,0.0
2024-01-01,19.950000000000006,69.25,0.0
2024-01-01,20.05,69.25,0.0
2024-01-01,20.15000000000001,69.25,0.0
2024-01-01,20.250000000000004,69.25,0.0
2024-01-01,20.350000000000012,69.25,0.0
2024-01-01,20.450000000000006,69.25,0.0
2024-01-01,20.55,69.25,0.0
2024-01-01,20.65000000000001,69.25,0.0
2024-01-01,20.750000000000004,69.25,0.0
2024-01-01,20.850000000000012,69.25,0.0
2024-01-01,20.950000000000006,69.25,0.0
2024-01-01,21.05,69.25,0.0
2024-01-01,21.15000000000001,69.25,0.0
2024-01-01,21.250000000000004,69.25,0.0
2024-01-01,21.350000000000012,69.25,0.0
2024-01-01,21.450000000000006,69.25,0.0
2024-01-01,21.55,69.25,0.0
2024-01-01,21.65000000000001,69.25,0.0
2024-01-01,21.750000000000004,69.25,0.0
2024-01-01,21.850000000000012,69.25,0.0
2024-01-01,21.950000000000006,69.25,0.0
2024-01-01,22.05,69.25,0.0
2024-01-01,22.15000000000001,69.25,0.0
2024-01-01,22.250000000000004,69.25,0.0
2024-01-01,22.350000000000012,69.25,0.0
2024-01-01,22.450000000000006,69.25,0.0
2024-01-01,22.55,69.25,0.0
2024-01-01,22.65000000000001,69.25,0.0
2024-01-01,22.750000000000004,69.25,0.0
2024-01-01,22.850000000000012,69.25,0.0
2024-01-01,22.950000000000006,69.25,0.0
2024-01-01,23.05,69.25,0.0
2024-01-01,23.15000000000001,69.25,0.0
2024-01-01,23.250000000000004,69.25,0.0
2024-01-01,23.350000000000012,69.25,0.0
2024-01-01,23.450000000000006,69.25,0.0
2024-01-01,23.55,69.25,0.0
2024-01-01,23.65000000000001,69.25,0.0
2024-01-01,23.750000000000004,69.25,0.0
2024-01-01,23.850000000000012,69.25,0.0
2024-01-01,23.950000000000006,69.25,0.0
2024-01-01,24.05,69.25,0.0
2024-01-01,24.15000000000001,69.25,0.0
2024-01-01,24.250000000000004,69.25,0.0
2024-01-01,24.350000000000012,69.25,0.0
2024-01-01,24.450000000000006,69.25,0.0
2024-01-01,24.55,69.25,0.0
2024-01-01,24.65000000000001,69.25,0.0
2024-01-01,24.750000000000004,69.25,0.0
2024-01-01,24.850000000000012,69.25,0.0
2024-01-01,24.950000000000006,69.25,0.0
2024-01-01,25.05,69.25,0.0
2024-01-01,25.15000000000001,69.25,0.0
2024-01-01,25.250000000000004,69.25,0.0
2024-01-01,25.350000000000012,69.25,0.0
2024-01-01,25.450000000000006,69.25,0.0
2024-01-01,25.55,69.25,0.0
2024-01-01,25.65000000000001,69.25,0.0
2024-01-01,25.750000000000004,69.25,0.0
2024-01-01,25.850000000000012,69.25,0.0
2024-01-01,25.950000000000006,69.25,0.0
2024-01-01,26.05,69.25,0.0
2024-01-01,26.15000000000001,69.25,0.0
2024-01-01,26.250000000000004,69.25,0.0
2024-01-01,26.350000000000012,69.25,0.0
2024-01-01,26.450000000000006,69.25,0.0
2024-01-01,26.55,69.25,0.0
2024-01-01,26.65000000000001,69.25,0.0
2024-01-01,26.750000000000004,69.25,0.0
2024-01-01,26.850000000000012,69.25,0.0
2024-01-01,26.950000000000006,69.25,0.0
2024-01-01,27.05,69.25,0.0
2024-01-01,27.15000000000001,69.25,0.0
2024-01-01,27.250000000000004,69.25,0.0
2024-01-01,27.350000000000012,69.25,0.0
2024-01-01,27.450000000000006,69.25,0.0
2024-01-01,27.55,69.25,0.0
2024-01-01,27.65000000000001,69.25,0.0
2024-01-01,27.750000000000004,69.25,0.0
