state,district,latitude,longitude,coordinate_source
Sikkim,East,27.33,88.62,cache/manual
Sikkim,North Sikkim,27.9,88.6,cache/manual
Sikkim,South Sikkim,27.17,88.56,cache/manual
Sikkim,West Sikkim,27.3,88.23,cache/manual
Tamil Nadu,Ariyalur,11.1530559,79.2585797,cache/manual
Tamil Nadu,Chennai,13.0836939,80.270186,cache/manual
Tamil Nadu,Coimbatore,11.0018115,76.9628425,cache/manual
Tamil Nadu,Cuddalore,11.5202071,79.3396356,cache/manual
Tamil Nadu,Dharmapuri,12.1456131,78.1132217,cache/manual
Tamil Nadu,Dindigul,10.4257161,77.8154728,cache/manual
Tamil Nadu,Erode,11.4905282,77.3505274,cache/manual
Tamil Nadu,Kanchipuram,12.9647163,79.9839686,cache/manual
Tamil Nadu,Kanyakumari,8.079252,77.5499338,cache/manual
Tamil Nadu,Karur,10.8217671,78.3828654,cache/manual
Tamil Nadu,Madurai,9.9261153,78.1140983,cache/manual
Tamil Nadu,Nagapattinam,10.6026203,79.7619348,cache/manual
Tamil Nadu,Namakkal,11.3033889,78.118604,cache/manual
Tamil Nadu,Perambalur,11.2902641,78.9300404,cache/manual
Tamil Nadu,Pudukkottai,10.2903072,78.8173617,cache/manual
Tamil Nadu,Ramanathapuram,9.5205576,78.5184635,cache/manual
Tamil Nadu,Salem,11.6469616,78.2106958,cache/manual
Tamil Nadu,Sivaganga,9.8486881,78.4870461,cache/manual
Tamil Nadu,Thanjavur,10.659037,79.2014278,cache/manual
Tamil Nadu,The Nilgiris,11.4,76.7,cache/manual
Tamil Nadu,Theni,9.8692558,77.4222974,cache/manual
Tamil Nadu,Thiruvallur,13.2537619,80.0562572,cache/manual
Tamil Nadu,Thiruvarur,10.6878621,79.4979437,cache/manual
Tamil Nadu,Thoothukudi,8.8457035,77.9938178,cache/manual
Tamil Nadu,Tiruchchirappalli,10.8067917,78.7039861,cache/manual
Tamil Nadu,Tirunelveli,8.7139,77.7567,cache/manual
Tamil Nadu,Tiruvannamalai,12.4289282,78.99915,cache/manual
Tamil Nadu,Vellore,12.9021849,79.061104,cache/manual
Tamil Nadu,Villupuram,11.9398285,79.4945645,cache/manual
Tamil Nadu,Virudhunagar,9.4926289,77.8631831,cache/manual
Tripura,Dhalai,23.8253158,91.9732227,cache/manual
Tripura,North Tripura,24.0921476,92.2451214,cache/manual
Tripura,South Tripura,23.1708278,91.638817,cache/manual
Tripura,West Tripura,23.9153329,91.3879341,cache/manual
Uttar Pradesh,Agra,27.1767,78.0081,cache/manual
Uttar Pradesh,Aligarh,27.8761073,78.1358153,cache/manual
Uttar Pradesh,Ambedkar Nagar,26.4045941,82.6065154,cache/manual
Uttar Pradesh,Amroha,28.7952632,78.3436244,cache/manual
Uttar Pradesh,Auraiya,26.6558215,79.5160757,cache/manual
Uttar Pradesh,Ayodhya,26.7990707,82.2052321,cache/manual
Uttar Pradesh,Azamgarh,26.0737,83.1859,cache/manual
Uttar Pradesh,Badaun,28.0649367,79.043832,cache/manual
Uttar Pradesh,Baghpat,29.0374779,77.3062737,cache/manual
Uttar Pradesh,Bahraich,27.7343823,81.47654,cache/manual
Uttar Pradesh,Ballia,25.8749595,84.1210329,cache/manual
Uttar Pradesh,Balrampur,27.4476988,82.3956245,cache/manual
Uttar Pradesh,Banda,25.4438537,80.5595237,cache/manual
Uttar Pradesh,Barabanki,26.9421406,81.3856087,cache/manual
Uttar Pradesh,Bareilly,28.4582345,79.4047452,cache/manual
Uttar Pradesh,Basti,26.8387083,82.5350919,cache/manual
Uttar Pradesh,Bhadohi,25.424304,82.4883923,cache/manual
Uttar Pradesh,Bijnor,29.4074203,78.4821406,cache/manual
Uttar Pradesh,Bulandshahr,28.3874073,77.9743805,cache/manual
Uttar Pradesh,Chandauli,25.125695,83.2494601,cache/manual
Uttar Pradesh,Chitrakoot,25.217139,81.1045927,cache/manual
Uttar Pradesh,Deoria,26.4239911,83.7638578,cache/manual
Uttar Pradesh,Etah,27.5550357,78.5992221,cache/manual
Uttar Pradesh,Etawah,26.7155629,79.0917098,cache/manual
Uttar Pradesh,Farrukhabad,27.4362003,79.4894778,cache/manual
Uttar Pradesh,Fatehpur,25.8348023,80.9154547,cache/manual
Uttar Pradesh,Firozabad,27.1941954,78.4604956,cache/manual
Uttar Pradesh,Gautam Buddha Nagar,28.368716,77.5970121,cache/manual
Uttar Pradesh,Ghaziabad,28.7749966,77.4586967,cache/manual
Uttar Pradesh,Ghazipur,25.6034863,83.5075888,cache/manual
Uttar Pradesh,Gonda,27.1103723,81.9238906,cache/manual
Uttar Pradesh,Gorakhpur,26.7606,83.3732,cache/manual
Uttar Pradesh,Hamirpur,25.75,80.0,cache/manual
Uttar Pradesh,Hardoi,27.3369978,80.0998232,cache/manual
Uttar Pradesh,Hathras,27.5724324,78.1116209,cache/manual
Uttar Pradesh,Jalaun,26.1048633,79.3919136,cache/manual
Uttar Pradesh,Jaunpur,25.7967065,82.4888992,cache/manual
Uttar Pradesh,Jhansi,25.529855,78.6527802,cache/manual
Uttar Pradesh,Kannauj,26.9986675,79.6927946,cache/manual
Uttar Pradesh,Kanpur,26.4499,80.3319,cache/manual
Uttar Pradesh,Kanpur Dehat,26.4585639,79.8548052,cache/manual
Uttar Pradesh,Kaushambi,25.5342456,81.4493567,cache/manual
Uttar Pradesh,Kushinagar,26.7438272,83.9162322,cache/manual
Uttar Pradesh,Lakhimpur Kheri,28.1834229,80.7131272,cache/manual
Uttar Pradesh,Lalitpur,24.6999688,78.51862,cache/manual
Uttar Pradesh,Lucknow,26.8467,80.9462,cache/manual
Uttar Pradesh,Maharajganj,26.4710847,81.1807046,cache/manual
Uttar Pradesh,Mahoba,25.3615938,79.706011,cache/manual
Uttar Pradesh,Mainpuri,27.2093072,79.0625369,cache/manual
Uttar Pradesh,Mathura,27.4955539,77.6855554,cache/manual
Uttar Pradesh,Mau,26.0390905,83.4985846,cache/manual
Uttar Pradesh,Meerut,29.0018557,77.7679671,cache/manual
Uttar Pradesh,Mirzapur,24.9316896,82.6280163,cache/manual
Uttar Pradesh,Moradabad,28.8796553,78.8095335,cache/manual
Uttar Pradesh,Muzaffarnagar,29.4496979,77.7429333,cache/manual
Uttar Pradesh,Pilibhit,28.4947158,80.1076122,cache/manual
Uttar Pradesh,Pratapgarh,25.75,81.75,cache/manual
Uttar Pradesh,Prayagraj,25.4358,81.8463,cache/manual
Uttar Pradesh,Rae Bareli,26.25,81.25,cache/manual
Uttar Pradesh,Rampur,28.7934728,79.1845806,cache/manual
Uttar Pradesh,Saharanpur,29.9856799,77.5040646,cache/manual
Uttar Pradesh,Sant Kabir Nagar,26.755082,83.0398545,cache/manual
Uttar Pradesh,Shahjahanpur,27.9128583,79.7476254,cache/manual
Uttar Pradesh,Shravasti,27.5083429,82.0263569,cache/manual
Uttar Pradesh,Siddharthnagar,27.2511724,82.8716528,cache/manual
Uttar Pradesh,Sitapur,27.5026748,80.8335139,cache/manual
Uttar Pradesh,Sonbhadra,24.4148159,83.0637517,cache/manual
Uttar Pradesh,Sultanpur,26.2604732,82.2380532,cache/manual
Uttar Pradesh,Unnao,26.5673264,80.6198193,cache/manual
Uttar Pradesh,Varanasi,25.3176,82.9739,cache/manual
Uttarakhand,Almora,29.702651,79.4326318,cache/manual
Uttarakhand,Bageshwar,30.0087902,79.9280183,cache/manual
Uttarakhand,Chamoli,30.4985956,79.6190537,cache/manual
Uttarakhand,Champawat,29.235032,80.1023068,cache/manual
Uttarakhand,Dehradun,30.3255646,78.0436813,cache/manual
Uttarakhand,Haridwar,29.9384473,78.1452985,cache/manual
Uttarakhand,Nainital,29.294995,79.4162511,cache/manual
Uttarakhand,Pauri Garhwal,29.8473168,78.7070479,cache/manual
Uttarakhand,Pithoragarh,29.585871,80.215167,cache/manual
Uttarakhand,Rudraprayag,30.4915835,79.0366067,cache/manual
Uttarakhand,Tehri Garhwal,30.4658181,78.4837349,cache/manual
Uttarakhand,Udham Singh Nagar,29.0478314,79.4326164,cache/manual
Uttarakhand,Uttarkashi,30.9635733,78.6362521,cache/manual
West Bengal,Bankura,23.132377,87.2081925,cache/manual
West Bengal,Birbhum,24.0621532,87.6982823,cache/manual
West Bengal,Cooch Behar,26.2559197,89.4201143,cache/manual
West Bengal,Dakshin Dinajpur,25.385807,88.5063362,cache/manual
West Bengal,Darjeeling,27.0377554,88.263176,cache/manual
West Bengal,East Midnapore,22.0521107,88.0712466,cache/manual
West Bengal,Hooghly,22.9099402,88.0120825,cache/manual
West Bengal,Howrah,22.5736296,88.3251045,cache/manual
West Bengal,Jalpaiguri,26.6262805,88.7334485,cache/manual
West Bengal,Kolkata,22.5726,88.3639,cache/manual
West Bengal,Malda,25.0057449,88.1398483,cache/manual
West Bengal,Murshidabad,24.1745993,88.2721335,cache/manual
West Bengal,Nadia,23.47,88.5565,cache/manual
West Bengal,North 24 Parganas,22.6167,88.4,cache/manual
West Bengal,Purba Bardhaman,23.388517,87.9068097,cache/manual
West Bengal,Puruliya,23.333333,86.416667,cache/manual
West Bengal,South 24 Parganas,22.1776733,88.5307853,cache/manual
West Bengal,Uttar Dinajpur,25.8721428,87.961986,cache/manual
West Bengal,West Midnapore,22.4188528,87.307174,cache/manual
